
  0%|          | 0/50 [00:00<?, ?it/s]
Epoch 0 | train_loss: 0.9522:   0%|          | 0/50 [00:47<?, ?it/s]
Epoch 0 | train_loss: 0.9522:   2%|▏         | 1/50 [00:47<38:29, 47.12s/it]
Epoch 1 | train_loss: 0.5234:   2%|▏         | 1/50 [01:28<38:29, 47.12s/it]
Epoch 1 | train_loss: 0.5234:   4%|▍         | 2/50 [01:28<35:09, 43.95s/it]
Epoch 2 | train_loss: 0.4047:   4%|▍         | 2/50 [02:09<35:09, 43.95s/it]
Epoch 2 | train_loss: 0.4047:   6%|▌         | 3/50 [02:09<33:10, 42.34s/it]
Epoch 3 | train_loss: 0.3019:   6%|▌         | 3/50 [02:48<33:10, 42.34s/it]
Epoch 3 | train_loss: 0.3019:   8%|▊         | 4/50 [02:48<31:35, 41.21s/it]
Epoch 4 | train_loss: 0.2184:   8%|▊         | 4/50 [03:24<31:35, 41.21s/it]
Epoch 4 | train_loss: 0.2184:  10%|█         | 5/50 [03:24<29:29, 39.32s/it]
Epoch 5 | train_loss: 0.1619:  10%|█         | 5/50 [04:00<29:29, 39.32s/it]
Epoch 5 | train_loss: 0.1619:  12%|█▏        | 6/50 [04:00<28:04, 38.29s/it]
Epoch 6 | train_loss: 0.1434:  12%|█▏        | 6/50 [04:36<28:04, 38.29s/it]
Epoch 6 | train_loss: 0.1434:  14%|█▍        | 7/50 [04:36<26:46, 37.37s/it]
Epoch 7 | train_loss: 0.1230:  14%|█▍        | 7/50 [05:21<26:46, 37.37s/it]
Epoch 7 | train_loss: 0.1230:  16%|█▌        | 8/50 [05:21<27:51, 39.80s/it]
Epoch 8 | train_loss: 0.1130:  16%|█▌        | 8/50 [05:58<27:51, 39.80s/it]
Epoch 8 | train_loss: 0.1130:  18%|█▊        | 9/50 [05:58<26:30, 38.80s/it]
Epoch 9 | train_loss: 0.1093:  18%|█▊        | 9/50 [06:29<26:30, 38.80s/it]
Epoch 9 | train_loss: 0.1093:  20%|██        | 10/50 [06:29<24:19, 36.49s/it]
Epoch 10 | train_loss: 0.1029:  20%|██        | 10/50 [06:57<24:19, 36.49s/it]
Epoch 10 | train_loss: 0.1029:  22%|██▏       | 11/50 [06:57<22:02, 33.92s/it]
Epoch 11 | train_loss: 0.1021:  22%|██▏       | 11/50 [07:28<22:02, 33.92s/it]
Epoch 11 | train_loss: 0.1021:  24%|██▍       | 12/50 [07:28<21:00, 33.18s/it]
Epoch 12 | train_loss: 0.1055:  24%|██▍       | 12/50 [07:58<21:00, 33.18s/it]
Epoch 12 | train_loss: 0.1055:  26%|██▌       | 13/50 [07:58<19:50, 32.18s/it]
Epoch 13 | train_loss: 0.0943:  26%|██▌       | 13/50 [08:28<19:50, 32.18s/it]
